judul,asal,person,sentence
Si Buyung Besar,Sumatera Utara,Datuk,Mereka tak berani membantah atau mencela terus terang karena takut kepada Datuk
Si Buyung Besar,Sumatera Utara,Datuk Penghulu,Datuk Penghulu menyuruh menterinya melihat siapa yang membunyikan meriam itu
Si Buyung Besar,Sumatera Utara,si Buyung Besar,Kiranya ia melihat akan si Buyung Besar telah pulang dari pelayarannya
Si Buyung Besar,Sumatera Utara,Datuk,"Datuk mendapat berita baik-baik dan jawaban serupa dengan pelayaran pertama yakni, ""pulang pokok saja"
Si Buyung Besar,Sumatera Utara,Buyung Besar,""" Datuk hanya menyatakan syukur atas keselamatan mereka dan menekankan agar sedikit demi sedikit Buyung Besar dapat meolong orang tuanya"
Si Buyung Besar,Sumatera Utara,Datuk Penghulu,"Selesai berbincang-bincang dengan Datuk Penghulu, Buyung Besar pergi menjumpai kedua orang tuanya"
Si Buyung Besar,Sumatera Utara,Buyung Besar,"Besok paginya, Buyung Besar memberitahukan keberangkatannya berikut seraya memohon doa restu orang tuanya"
Si Buyung Besar,Sumatera Utara,Datuk Penghulu,"Dengan seizin orang tuanya, Buyung Besar pergi ke tempat Datuk Penghulu"
Si Buyung Besar,Sumatera Utara,Datuk,Datuk berkata
Si Buyung Besar,Sumatera Utara,Buyung Besar,"""Bagaimana Buyung Besar, jadikah kamu berangkat malam nanti? Pandai besi, pandai emas dan perak sudah siap menanti dan segala keperluan telah sedia"
Si Buyung Besar,Sumatera Utara,Datuk Penghulu,"""Sebelum kapal brlayar Datuk Penghulu mengumpulkan semua orang yang akan ikut serta dengan perintah bahwa semua anak-anak kapal dan tukang harus menuruti perintah Buyung Besar dan tak boleh membantah"
Si Buyung Besar,Sumatera Utara,Si,Siapa yang berani membantah akan dihukum
Si Buyung Besar,Sumatera Utara,Buyung Besar,"Jadi sebelum ada perintah Buyung Besar, tidak boleh mengerjakan sesuatu"
Si Buyung Besar,Sumatera Utara,Datuk,Selesai perintah Datuk itu kapal pun berangkat
Si Buyung Besar,Sumatera Utara,Buyung Besar,Juru mudi memberitahukannnya kepada Buyung Besar
Si Buyung Besar,Sumatera Utara,Buyung Besar,"dengah perintah Buyung Besar, kapal mereka ditujukkan ke sana"
Si Buyung Besar,Sumatera Utara,Buyung Besar,"Perintah Buyung Besar yang ditunggu-tunggu itu tak juga ada, sehingga salah seorang yang di antara mereka menggerutu"
Si Buyung Besar,Sumatera Utara,Buyung Besar,Begitulah mereka pun bekerja tanpa perintah Buyung Besar dan membuat barang dari besi menurut keahliannya masing-masing
Si Buyung Besar,Sumatera Utara,Buyung Besar,Pada suatu hari berkatalah Buyung Besar kepada juru mudi
Si Buyung Besar,Sumatera Utara,Buyung Besar,"Jawaban Buyung Besar singkat saja, yakni, ""Ke tengah,"" Juru mudi tak berani melanjutkan pertanyaannya selain menunjukkan kapal itu ke tengah lautan kira-kira sebulan kemudian tampaklah di depan mereka cahaya putih bersinar"
Si Buyung Besar,Sumatera Utara,Buyung Besar,Hal itu diberitahukan kepada Buyung Besar dan mendapat perintah agar kapal ditujukkan kesana
Si Buyung Besar,Sumatera Utara,Buyung Besar,Kiranya tabiat Buyung Besar selama pelayaran itu tetap selalu tidak banyak bicara
Si Buyung Besar,Sumatera Utara,Si Buyung Besar,Si Buyung Besar tidak mengacuhkan mereka itu
Si Buyung Besar,Sumatera Utara,Buyung Besar,"Lebih kurang sebulan lamanya mereka berada di pulau perak itu Buyung Besar memerintahkan agar semua mereka yang berada di dart naik kapal dan tak boleh membawa barang-barang yang sudah dibuatnya, karena hal itu tak pernah diperintahkan"
Si Buyung Besar,Sumatera Utara,Datuk Penghulu,Siapa yabg membantah akan dihukum sesuai dengan perintah Datuk Penghulu ketika berangkat
Si Buyung Besar,Sumatera Utara,Buyung Besar,"Sepekan lamanya mereka berlayar, juru mudi menanyakankeadaan mereka kepada Buyung Besar dan kemana tujuan berikutnya"
Si Buyung Besar,Sumatera Utara,Buyung Besar,"Jawab Buyung Besar tetap singkat, ""Ke tengah lautan,"" dan menegaskan bahwa mereka belum diperintahkan pulang"
Si Buyung Besar,Sumatera Utara,Buyung Besar,Buyung Besar! Di muka kita ada cahaya merah seakan-akan lautan ini terbakar
Si Buyung Besar,Sumatera Utara,Buyung Besar,"pakah kita putar haluan?"" Buyung Besar memerintahkan agar cahaya itu dituju terus"
Si Buyung Besar,Sumatera Utara,Buyng Besar,Kali ini si Buyng Besar memberi perintah kepada semua tukang untuk bekerja membuat apa saja dalam jumlah yang banyak untuk diri masing-masing
Si Buyung Besar,Sumatera Utara,si Buyung Besar,Mendengar perintah itu mereka mulai membuat kapal seperti yang diinginkan oleh si Buyung Besar
Si Buyung Besar,Sumatera Utara,si Buyung Besar,"Ringkas cerita, kapal dan peti si Buyung Besar selesai mereka kerjakan serta barang-barang lainnya menurut selera masing-masing"
Si Buyung Besar,Sumatera Utara,Buyung Besar,"Dalam perjalanan pulang, kapak kecil kepunyaan Buyung Besar terjatuh ke dalam lautan"
Si Buyung Besar,Sumatera Utara,Buyung Besar,Karena itu Buyung Besar memerintahkan juru mudi untuk menghentikan kapalnya dan membuang sauh
Si Buyung Besar,Sumatera Utara,Buyung Besar,Tinggallah mereka di atas kapal menunggu nasib apa yang akan terjadi atas diri Buyung Besar
Si Buyung Besar,Sumatera Utara,Buyung Besar,Di dasar lautan Buyung Besar tercengang melihat sebuah taman dan istana yang megah
Si Buyung Besar,Sumatera Utara,Raja Lautan,Kiranya istana itu adalah istan Raja Lautan
Si Buyung Besar,Sumatera Utara,puteri Raja Lautan,"Waktu kapak kesayangan Buyung Besar jatuh, kebetulan puteri Raja Lautan sedang berada disana"
Si Buyung Besar,Sumatera Utara,Buyung Besar,Buyung Besar terus pergi mendapatkan seorang yang sedang menjaga di depan istana
Si Buyung Besar,Sumatera Utara,Buyung Besar,"""Wahai Tuan yang sedang berjaga-jaga, saya ini bernama Buyung Besar dari dunia"
Si Buyung Besar,Sumatera Utara,si Buyung Besar,"""
Pengawal itu pun pergi menghadap rajanya menyampaikan hal si Buyung Besar"
Si Buyung Besar,Sumatera Utara,si Buyung Besar,Raja Lautan memerintahkan agar si Buyung Besar datang menghadap
Si Buyung Besar,Sumatera Utara,Buyung Besar,kemudian Buyung Besar pergi menghadapi raja lalu raja menanyanya
Si Buyung Besar,Sumatera Utara,Raja,Raja berkata
Si Buyung Besar,Sumatera Utara,Hulubalang,Hulubalang segera diperintahkan memanggil sekalian rakyatnya kecuali tuan puteri
Si Buyung Besar,Sumatera Utara,Raja Lautan,"Kepada hadirin, Raja Lautan bertanya"
Si Buyung Besar,Sumatera Utara,Sang,""" Sang isteri pun pergi memanggil puterinya ke hadapan raja"
Si Buyung Besar,Sumatera Utara,Buyung Besar,"Raja menanyakan kehendak puterinya sebagai tebusan itu, dan sang puteri menginginkan diri Buyung Besar"
Si Buyung Besar,Sumatera Utara,Buyung Besar,Buyung Besar kembali menyerah dan mengembalikan persoalan itu kepada raja lautan
Si Buyung Besar,Sumatera Utara,puteri Raja Lautan,"Singkat cerita, raja pun mersmikan perkawinan antara Buyung Besar dengan puteri Raja Lautan"
Si Buyung Besar,Sumatera Utara,Buyung Besar,Dan selama enam bulan Buyung Besar tinggal di dasar lautan bersama isterinya baru teringat kembali kepada teman-temannya yang berada di atas kapal
Si Buyung Besar,Sumatera Utara,Buyung Besar,"Suatu hari Buyung Besar berkata kepada isterinya, bahwa ia ingin segera pulang ke dunia dimana kawan-kawannya sedang menunggu-nunggu di atas kapalnya"
Si Buyung Besar,Sumatera Utara,Buyung Besar,sang isteri tidak merasa keberatan bersama Buyung Besar lalu pergi menghadap raja untuk minta izin pulang ke dunia
Si Buyung Besar,Sumatera Utara,Raja,Raja tidak keberatan melepas keduanya malah memberi tanda mata kepada menantunya sebentuk cincin dan sebungkah kemenyan sambil berpesan
Si Buyung Besar,Sumatera Utara,Buyung Besar,"Besoknya, berangkatlah Buyung Besar bersama isterinya ke dunia"
Si Buyung Besar,Sumatera Utara,Buyung Besar,Dan terlihatlah oleh mereka bayangan Buyung Besar dalam air
Si Buyung Besar,Sumatera Utara,Buyung Besar,Buyung Besar dengan bangga menjelaskan bahwa itu adalah isterinya
Si Buyung Besar,Sumatera Utara,si Buyung Besar,"semua penghuni kapal itu tercengang dan takjub melihat kecantikan isterinya, tetapi tak berani bertanya lagi karena takut akan ditindak oleh si Buyung Besar"
Si Buyung Besar,Sumatera Utara,Datuk Penghlu,Dan tidak ketinggalan Datuk Penghlu
Si Buyung Besar,Sumatera Utara,si Buyung Besar,Kemudian turunkah si Buyung Besar lalu disambut oleh Datuk Penghulu diiringi sorak-sorai yang ramai
Si Buyung Besar,Sumatera Utara,Buyung Besar,"Buyung Besar menjawab bahwa keuntungannya tidak begitu banyak, lalu mempersilakan Datuk naik ke atas kapal emas itu"
Si Buyung Besar,Sumatera Utara,Buyung Besar,Datuk sangat mengaguminya dan bangga akan hasil pekerjaan Buyung Besar
Si Buyung Besar,Sumatera Utara,Buyung Besar,Ia tertarik akan peti emas dan menanyakannya kepada Buyung Besar
Si Buyung Besar,Sumatera Utara,Buyung Besar,Buyung Besar menjelaskan dan mengutarakan pendapatnya untuk membagi hasil pelayaran mereka itu
Si Buyung Besar,Sumatera Utara,Datuk,Menurut hamba Datuk tidak sukar membaginya
Si Buyung Besar,Sumatera Utara,Buyung Besar,"Bagi hamba cukuplah peti yang kecil itu saja,"" kata Buyung Besar"
Si Buyung Besar,Sumatera Utara,Datuk Penghulu,Mendengar itu Datuk Penghulu bertanya lagi
Si Buyung Besar,Sumatera Utara,Buyung Besar,"""Sebelum pembagian yang kau usulkan itu, bolehkah aku mengetahui isi peti emas itu?"" Buyung Besar tidak merasa keberatan lalu dibukanya dan menyatakan bahwa isinya itu adalah isterinya sendiri"
Si Buyung Besar,Sumatera Utara,puteri Raja Lautan,"Setelah tiga kali ketukan, terbukalah peti itu dari dalam lalu keluarlah isterinya puteri Raja Lautan"
Si Buyung Besar,Sumatera Utara,puteri Raja Lautan,Melihat kecantikan puteri Raja Lautan itu Datuk Penghulu kagum dan tak dapat berkata-kata
Si Buyung Besar,Sumatera Utara,Buyung Besar,"Setelah sadar dari lamunannya, ia pun berkata kepada Buyung Besar"
Si Buyung Besar,Sumatera Utara,Buyung Besar,"Kapal emas dan peti emas kuserahkan padamu, sedangkan usterimu itu hendaknya kau serahkan kepadaku,"" katanya Buyung Besar tidak menduga demikian dan beberapa saat lamanya tak dapat berkata-kata selain menundukkan kepala sambil berpikir-pikir"
Si Buyung Besar,Sumatera Utara,Datuk Penghulu,"Akhirnya walaupun dengan berat hati, dia menyetujui keputusan Datuk Penghulu"
Si Buyung Besar,Sumatera Utara,Buyung Besar,Buyung Besar memerintahklan agar awak kapal membagi-bagi barang-barang kecil yang terbuat dari emas itu
Si Buyung Besar,Sumatera Utara,Datuk Penghulu,Kemudian Buyung Besar bersama Datuk Penghulu pulang ke rumah
Si Buyung Besar,Sumatera Utara,Buyung Besar,Selama dalam perjalanan pulang itu Buyung Besar terus diam demikian juga isterinya
Si Buyung Besar,Sumatera Utara,puteri Raja Lautan,"Sesampai di istana, Datuk memerintahkan agar mempersiapkan kamar untuk puteri Raja Lautan"
Si Buyung Besar,Sumatera Utara,Buyung Besar,Ia juga memesankan agar Buyung Besar tetap berada di rumahnya dan turut mempersiapkan pesta itu
Si Buyung Besar,Sumatera Utara,puteri Raja Lautan,Tuang kadhi pun telah siap pula untuk menikahkan Datuk Penghulu dengan puteri Raja Lautan
Si Buyung Besar,Sumatera Utara,Datuk Penghulu,"Kemudian Datuk Penghulu turun dari pelaminan untuk melukakan akad nikah, semua pengunjung kagum menyakksikan kecantikan tuan puteri"
Si Buyung Besar,Sumatera Utara,Datuk Penghulu,"Mereka memperkatakan betapa malangnya nasib Buyung Besar, dimana isterinya yang cantik harus diserahkan kepada Datuk Penghulu"
Si Buyung Besar,Sumatera Utara,Buyung Besar,"""Malang tak dapat ditolak, untung tak dapat diraih"" dan itu adalah takdir baginya,"" ketika akad nikah akan berlangsung, Buyung Besar meninggalkan ruangan itu lalu duduk seorang diri di halaman sembari membakar kemenyan pemberian mertuanya Raja Lautan disertai doa (mantera)"
Si Buyung Besar,Sumatera Utara,Datuk Penghulu,"Waktu berlangsungnya akad nikah itu, tiba-tiba Datuk Penghulu berobah pikiran"
Si Buyung Besar,Sumatera Utara,kadhi,Ia tak dapat melakukan akad nikah dengan sempurna walau ditunjuki tuan kadhi berulang kali
Si Buyung Besar,Sumatera Utara,Datuk Penghulu,Malah Datuk Penghulu tak adapat lagi menguasai dirinya lalu berdiri sambil mencak-mencak
Si Buyung Besar,Sumatera Utara,Buyung Besar,Dalam keadaan demikian tuan kadhi turun ke halaman menjumpai Buyung Besar
Si Buyung Besar,Sumatera Utara,Datuk Penghulu,"""Kiranya cukuplah sudah hukuman yang ditimpakan Tuhan kepada Datuk Penghulu, kuharap ampunilah dia"
Si Buyung Besar,Sumatera Utara,Buyung Besar,"""
Buyung Besar pun tersentak dari lamunannya lalu memandang tuan kadhi seraya berdiri, Buyung Besar berkata"
Si Buyung Besar,Sumatera Utara,Datuk Penghulu,"""
Terlihatlah oleh mereka Datuk Penghulu sedang dalam kepayahan"
Si Buyung Besar,Sumatera Utara,Datuk,Didekatinya Datuk itu seraya meletakkan tangannya di atas kepalanya
Si Buyung Besar,Sumatera Utara,Datuk Penghulu,"Begitu kepala Datuk disentuh Buyung Besar, Datuk Penghulu pun mulai sadar"
Si Buyung Besar,Sumatera Utara,Datuk Penghulu,"Beberapa saat kemudian Datuk Penghulu benar-benar telah sadar, lalu berucap kepada hadirin bahwa ia tidak jadi melangsungkan perkawinannya dengan tuan puteri"
Si Buyung Besar,Sumatera Utara,puteri Raja Lautan,"Saat itu juga diumumkannya bahwa Buyung Besar dinikahkan dengan puteri Raja Lautan dan saat itu pula ia mengundurkan diri dari jabatan Datuk, seraya menunjuk Buyung Besar sebagai penggantinya"
Si Buyung Besar,Sumatera Utara,puteri Raja Lautan,Demikianlah pesta untuk perkawinan Datuk Penghulu itu beralih menjadi pesta perkawinan Buyung Besar dengan puteri Raja Lautan
Si Buyung Besar,Sumatera Utara,Buyung Besar,Sejak itu Buyung Besar menjadi Datuk dan memerintah negeri dengan adil dan bijaksana
Jibau Malang,Sumatera Utara,Syekh Panjang Jangut,"Tersebutlah kisah di zaman dahulu kala di daerah Hamparan Peran berdiamlah Syekh Panjang Jangut yang telah tua dengan anaknya yang bernama Datuk Kejuruan yang sudah beristeri lebih kurang 30 tahun lamanya, tetapi tidak mendapat keturunan seorang anak pun"
Jibau Malang,Sumatera Utara,Datuk Malim Panjang,"Begitu pulalah halnya dengan Datuk Malim Panjang yang bertempat tinggal di daerah Rantau Panjang, kawan sepermainan Datuk Kejuaruan sedari kecil, juga telah beruamah tangga lebih kurang 30 tahun lamanya tetapi tidak juga mendapat seorang keturunan anak pun"
Jibau Malang,Sumatera Utara,si,"Pada suatu hari, kedua sahabat karib itu bercakap-cakap mengenai nasib mereka, bahwa mereka ingin mempunyai keturunan"
Jibau Malang,Sumatera Utara,Datuk Malim Panjang,Berkatalah Datuk Kejurauan kepada Datuk Malim Panjang
Jibau Malang,Sumatera Utara,Datuk Malim Panjang,"""Sekiranya nanti kita dirakhmati Tuhan Yang Maha Esa seorang anak; kalau anakku laki-laki dan Datuk Malim Panjang perempuan atau sebaliknya, semenjak dari lahirnya kita niatkan dan kita ikat dan tunangkan, setelah dewasa kita kawinkan"
Jibau Malang,Sumatera Utara,Muda,"Mudah-mudahan apa yang kita maksudkan menjadi niat kita bersama-sama dengan Tuhan memberkahidan mencucuri rkhmat-Nya, agar terkabul apa yang kita pohonkan dengan memperbanyak doa,"" katanya"
Jibau Malang,Sumatera Utara,Datuk Kejuaruan,"Setelah cukup lamanya sembilan bulan sembilan hari, maka isteri Datuk Kejuaruan pun melahirkan anak kembar dua orang laki-laki, yang pertama (abangnya) diberi nama si Jibau dan yang kedua (adiknya) diberi nama si Nogong"
Jibau Malang,Sumatera Utara,Datuk Malim Panjang,"Karena besarnya hati Datuk Kejuruan, maka dipanggilnya orang suruhananya yang bernama Amat Lincah membeeri khabarnya kepada Datuk Malim Panjang tentang kelahiran puteranya sambil menyuruh bawa lampin bedungnya ke sana"
Jibau Malang,Sumatera Utara,Datuk Malim Panjang,"Sesampai Amat Lincah di sana, waktu itu pulaha isteri Datuk Malim Panjang melahirkan puteri yang diberi nama Siti Ensah"
Jibau Malang,Sumatera Utara,Datuk Malim Panjang,"Sejurus kemudian, Datuk Malim Panjang pun memanggil Amat Lincah untuk membawa pertukaran lampin bedung bayinya untuk dikhabarakan juga kepada Datuk Kejurauan bahwa bayinya telah lahir seorang puteri"
Jibau Malang,Sumatera Utara,Siti Ensah,"Lama kelamaan, waktu berjalan terus, menit berganti jam, jam berganti hari, hari berganti bulan, bulan berganti tahun, si Jibau, si Nogong dan Siti Ensah pun dewasa"
Jibau Malang,Sumatera Utara,Datuk Malim Panjang,Selang beberapa meninggal dunia demikian jugalah Datuk Malim Panjang pun meninggal dunia juga
Jibau Malang,Sumatera Utara,si Jibau,Hanya isteri mereka dan si Jibau dan Nogong lah yang masih hidup
Jibau Malang,Sumatera Utara,si Nogong,"Pada suatu hari bunda si Jibau dan si Nogong memanggil kedua anaknya dan berkata, katanya"
Jibau Malang,Sumatera Utara,Jibau,"""Hai Jibau, engkau telah cukup dewasa"
Jibau Malang,Sumatera Utara,Siti Ensah,Pergilah anakku menjenguk adikmu puteri Siti Ensah karena anakanda telah dipertunangkan amarhum ayahandamu dan ayahandanya sedari sejak mulai lahir dan telah dipertukarkan lampin dan bedungmu dengan adikmu Siti Ensah
Jibau Malang,Sumatera Utara,ad,Dialah bakal jadi isterimu
Jibau Malang,Sumatera Utara,si Jibau,""" Mendengar perintah ibunya, maka si Jibau bertanya, tanyanya"
Jibau Malang,Sumatera Utara,Siti Ensah,"""Ya, bunda, dimanakah tunangan anakanda puteri Siti Ensah sekarang dan apa pula tandanya kalau pergi ke rumahnya?"" Bundanya berkata"
Jibau Malang,Sumatera Utara,kan,"""Kalau anakanda ke tempatnya nanti, pergilah anakanda ke Rantau Panjang"
Jibau Malang,Sumatera Utara,Siti Ensah,"Apabila anakanda melihat di sana air sungai mudik ke hulu, pohon kayu mengikut sujud, itulah tandanya nanti bahwa rumah dan Siti Ensah berada di tempat itu"
Jibau Malang,Sumatera Utara,kan,Dan janganlah anakanda tunggu lebih lama lagi
Jibau Malang,Sumatera Utara,si Nogong,"Besok sebelum ayam berkokok pagi subuh, berangkatlah ke sana xsegera,"" kata ibunya dan kepada si Nogong, ia berkata pula"
Jibau Malang,Sumatera Utara,Nogong,"""Hai, anakanda Nogong, apa pula maksud di hatimu; apakah ada pula anak dara yang telah berkenan dihati anakanda? Katakanlah kepada bunda bagaimana harus diperbuat"
Jibau Malang,Sumatera Utara,bunda,"""
""Ya, bundaku, maksud anakanda biarlah dulu anakanda pergi menuntut ilmu pertapaan"
Jibau Malang,Sumatera Utara,kan,Tempat yang anakanda maksud kan itu ialah di Bukit Timbunan Tulang
Jibau Malang,Sumatera Utara,kan,Disana anakanda akan bertapa selama 40 hari lamanya
Jibau Malang,Sumatera Utara,Nogong,"Esok harinya anakanda akan berangkat sebelum ayam berkokok pada subuh pagi hari,"" sahut di Nogong"
Jibau Malang,Sumatera Utara,bunda,"""Kalau demikian maksud anakanda, baiklah, tetapi berhati-hatilah dalam segala hal yang akan dihadapi,"" kata bundanya"
Jibau Malang,Sumatera Utara,si Jibau,Kemudian berkatalah si Jibau kepada adiknya Nogong
Jibau Malang,Sumatera Utara,adinda Nogong,"""Hai adinda Nogong, kalau adinda Nogong pergi bertapa, bagaimana pula halnya kakanda nanti; dan betapa caranya nanti kalau kakanda pergi melihat Siti Ensah, karena telah ada firasat kurang baik pada diriku,"" katanya"
